Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Portugal,PRT,"Population, total",SP.POP.TOTL,8857716,8929316,8993985,9030355,9035365,8998595,8930990,8874520,8836650,8757705,8680431,8643756,8630430,8633100,8754365,9093470,9355810,9455675,9558250,9661265,9766312,9851362,9911771,9957865,9996232,10023613,10032734,10030031,10019610,10005000,9983218,9960235,9952494,9964675,9991525,10026176,10063945,10108977,10160196,10217828,10289898,10362722,10419631,10458821,10483861,10503330,10522288,10542964,10558177,10568247,10573100,10557560,10514844,10457295,10401062,10358076,10325452,10300300,10283822,10286263,10297081,10325147,10379007
Puerto Rico,PRI,GDP (constant 2015 US$),NY.GDP.MKTP.KD,14872889486.0721,15920199466.5943,17245287423.6484,18737185345.9843,20060203710.4295,21906713860.6871,23549530841.5338,25015070744.794,26310960124.3632,28777674213.1608,31194399680.4816,33180063150.1366,35560259857.3456,37816521309.0483,38919772367.777,38665016231.0404,41078907147.4779,43523382377.3318,46540399839.2093,50220267663.4252,52351347298.0358,52952313136.7268,52128034550.893,50907209205.1363,53925338059.2711,55595644476.5366,58362843987.8155,61729795817.591,65364676285.4881,68198203886.9351,66261006130.9881,67787918916.9556,70881794660.3258,74173918752.3003,77278808292.8152,80794212090.541,82663553842.2796,86697607360.0914,91492614135.1723,96423791493.1329,99578743747.9418,105865619408.984,106835834812.002,106892906306.298,116244621336.42,113934911929.682,112329097302.225,111022927043.648,108975515220.929,106847849863.433,106406296723.36,106024818840.439,106055857723.302,105730450080.391,104471873443.039,103375500000,102069864411.212,99124174302.1521,94801759550.0068,96389748847.4129,92338674006.7412,92738174466.8074,95855079058.7529
Puerto Rico,PRI,Land area (sq. km),AG.LND.TOTL.K2,..,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,..
Puerto Rico,PRI,"Population, total",SP.POP.TOTL,2358000,2399722,2450322,2504530,2554066,2594000,2624995,2645674,2662064,2684150,2718000,2762190,2817256,2878786,2939299,2994000,3043854,3088690,3129421,3168088,3206000,3242552,3277453,3311138,3344190,3377000,3409554,3441850,3473898,3505650,3537000,3562110,3585176,3615497,3649237,3683103,3724655,3759430,3781101,3800081,3810605,3818774,3823701,3826095,3826878,3821362,3805214,3782995,3760866,3740410,3721525,3678732,3634488,3593077,3534874,3473232,3406672,3325286,3193354,3193694,3281557,3262693,3221789
Qatar,QAT,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33690629183.4261,35003952796.7125,37517989780.6433,38913643496.7552,46392423696.024,49868495957.88,62919203862.1424,74235635940.1634,87348289335.5953,97792140945.0617,116951901413.005,132594424542.771,138866156527.608,146581616623.746,154400753941.045,161739955576.923,166695978169.384,164199531361.81,166227185730.265,167515127909.059,161416823761.21,163984962463.7,171901646624.296
Qatar,QAT,Land area (sq. km),AG.LND.TOTL.K2,..,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11490,11490,11490,11490,11490,11490,11490,11490,..
Qatar,QAT,"Population, total",SP.POP.TOTL,36385,40111,45123,50950,57531,64843,73102,82517,93022,104517,118007,133096,148338,163734,179299,195043,210990,227177,243624,260368,277450,294887,312608,330454,348241,365868,382328,397391,412142,426896,441675,456486,471293,486041,500683,515133,529265,550591,580997,613302,645937,678831,713186,748525,777943,848710,1015060,1231893,1444277,1610274,1713504,1804171,1905660,2035501,2214465,2414573,2595166,2711755,2766732,2807235,2760385,2688235,2695122
Romania,ROU,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,116407360422.707,101369612298.28,92482306806.8966,93896208216.6496,97588153349.0178,103671322094.773,107722488513.095,102498957462.192,100418420395.399,100040183664.426,102502436149.502,107851152934.257,114001895180.999,116670847505.261,128837415342.282,134851736635.346,145678727802.492,156216846895.088,170756678635.065,161335359196.675,155041285630.925,162044635333.504,165163983645.767,165609866742.123,172434111057.551,177883897811.434,182967012119.182,197963915166.052,209899197306.281,217986957263.656,209970463386.837,222134586740.884,232779698972.89
Romania,ROU,Land area (sq. km),AG.LND.TOTL.K2,..,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,229350,229350,229460,229460,229460,229510,229490,229520,229530,229590,229600,229710,229710,229870,229950,230000,229980,229980,229890,229900,230060,230050,230170,230020,230030,230080,230080,230080,230080,230080,230080,230080,230080,..
Romania,ROU,"Population, total",SP.POP.TOTL,18406905,18555250,18676550,18797850,18919126,19031576,19215450,19534242,19799831,20009141,20250398,20461567,20657957,20835681,21029429,21293583,21551634,21756096,21951464,22090488,22207282,22353070,22475741,22560478,22640547,22732999,22836841,22949430,23057662,23161458,23201835,23001155,22794284,22763280,22730211,22684270,22619004,22553978,22507344,22472040,22442971,22131970,21730496,21574326,21451748,21319685,21193760,20882982,20537875,20367487,20246871,20147528,20058035,19983693,19908979,19815616,19702267,19588715,19473970,19371648,19265250,19119880,18956666
Russian Federation,RUS,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1197410921873.89,1161488646395.68,1102869017678.51,942610307091.557,860899752358.258,752686754256.141,721498964787.98,694406177658.48,704127279487.711,666808803881.507,709483998473.568,780432872368.249,820235348637.915,858786343656.484,921477337484.813,987823225417.075,1051043570529.64,1137229860703.45,1233894146039.57,1298056262396.12,1196807952936.31,1250664310818.81,1304443241200.33,1356935161098.14,1380755101464.89,1390921148685,1363482179761.17,1366123109373.17,1391065649359.98,1430116275958.6,1461551314499.67,1422766792259.17,1502645051346.82,1471544633535.09
Russian Federation,RUS,Land area (sq. km),AG.LND.TOTL.K2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16389950,16386180,16381330,16378380,16377960,16378650,16381300,16388510,16381340,16380440,16380940,16380980,16381230,16381390,16377740,16377740,16376870,16376870,16376870,16376870,16376870,16376870,16376870,16376870,16376870,16376870,16376870,16376870,16376870,16376870,..
Russian Federation,RUS,"Population, total",SP.POP.TOTL,119897000,121236000,122591000,123960000,125345000,126745000,127468000,128196000,128928000,129664000,130404000,131155000,131909000,132669000,133432000,134200000,135147000,136100000,137060000,138027000,139010000,139941000,140823000,141668000,142745000,143858000,144894000,145908000,146857000,147721000,147969407,148394216,148538197,148458777,148407912,148375787,148160129,147915361,147670784,147214776,146596869,145976482,145306497,144648618,144067316,143518814,143049637,142805114,142742366,142785349,142849468,142960908,143201721,143506995,143819667,144096870,144342397,144496739,144477859,144406261,144073139,143449286,143555736
Rwanda,RWA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1013812890.30174,970244017.27147,1080209517.87041,974128142.621161,852703140.923607,912473617.045474,976428079.145335,1043958016.072,1117178944.29523,1240150965.92161,1314577699.0856,1330439928.65339,1333939893.91378,1379801923.21012,1399254695.99369,1369676894.47742,1636826581.37469,1669466695.42499,1822236935.19512,2038534783.63736,2221016514.67214,2341755402.86548,2384160997.38145,2526742168.0258,2419588761.37051,2526117165.21899,2664349769.60007,2663709363.58927,2783544986.1861,2782528038.25646,2715767090.74693,2647482395.60158,2802961762.40885,2575678229.66667,1281449704.42731,1732828551.75735,1953689607.05708,2224270781.9873,2421311579.14199,2526684355.08203,2738191082.09158,2970514100.25094,3362386284.86601,3436439445.64974,3692374644.59279,4038641784.29632,4411290087.34306,4748016223.09478,5277954721.40135,5607735162.8264,6019042816.45802,6498060899.62173,7059591972.35197,7392794504.41376,7848720202.54811,8543869360.36164,9054003028.90387,9410423920.02489,10214058732.4377,11180719839.1405,10803483879.9185,11978550061.7885,12955698812.2404
Rwanda,RWA,Land area (sq. km),AG.LND.TOTL.K2,..,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,..
Rwanda,RWA,"Population, total",SP.POP.TOTL,2966162,3046654,3122124,3191311,3263640,3348631,3444021,3549461,3662010,3777879,3896367,4015403,4135579,4259484,4386369,4515756,4648207,4783252,4921953,5074374,5247532,5441966,5652900,5859396,6056729,6266752,6497804,6735829,6953975,7141974,7319962,7485681,7657208,7904740,6732665,5686897,6715510,7666732,7914645,8009587,8109989,8223941,8372306,8567992,8791853,9026299,9270066,9523168,9781996,10043737,10309031,10576932,10840334,11101350,11368451,11642959,11930899,12230339,12531808,12835028,13146362,13461888,13776698
Samoa,WSM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,391269840.610024,392956354.385026,398015895.710033,413616114.255761,436383937.297285,438492090.78941,432167720.581439,448189533.693799,428373053.318382,418520420.158774,417683433.118962,434808416.327679,423755149.485178,452035055.976723,484486511.69096,487603819.049753,498306185.137992,509196339.795636,535129936.953717,574676729.942551,607157224.244496,638806077.343837,658527683.367393,702248677.114175,717221511.796784,720707083.189086,746336181.459862,742293445.530507,787756840.07316,818078214.877281,787546470.687394,788391455.099667,793594237.702923,824150487.210566,889949532.021711,902464735.656861,896962885.536902,936894407.737842,907771569.635512,843459693.968633,792666456.963989
Samoa,WSM,Land area (sq. km),AG.LND.TOTL.K2,..,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2780,2780,2780,2780,2780,..
Samoa,WSM,"Population, total",SP.POP.TOTL,113335,116820,120163,123416,126582,129789,132976,135752,138154,140457,142771,145064,147332,149587,152240,155263,158136,160362,161988,163489,164905,166190,166885,166944,166779,166517,166365,166773,167452,167886,168186,168701,169799,171362,173107,174902,176713,178543,180385,182211,184008,185530,186630,187440,188073,188626,189379,190478,191787,193176,194672,196351,198124,199939,201757,203571,205544,207630,209701,211905,214929,218764,222382
San Marino,SMR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1248965743.5623,1342208765.675,1463670070.7955,1495568999.413,1578996966.56648,1583904494.04609,1645248587.5413,1720088381.60544,1761802365.18218,1829280868.0269,1959330346.23673,1949515291.27749,1748306664.61323,1652609878.76072,1515199109.33147,1408460386.64982,1397418449.82068,1387603394.86145,1419400403.82339,1452676910.07535,1456428672.8714,1478186338.27083,1508721013.91031,1408422586.41606,1527618401.77877,..
San Marino,SMR,Land area (sq. km),AG.LND.TOTL.K2,..,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,..
San Marino,SMR,"Population, total",SP.POP.TOTL,15556,15895,16242,16583,16926,17273,17588,17907,18291,18403,18169,18212,18575,19010,19439,19803,20160,20482,20795,21087,21346,21596,21804,21973,22096,22241,22390,22437,22542,22803,23132,23459,23808,24181,24535,24886,25235,25596,25997,26404,26823,27335,27969,28601,29093,29508,29959,30372,30700,31059,31608,32495,33132,33285,33389,33570,33834,34056,34156,34178,34007,33745,33660
Sao Tome and Principe,STP,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,156320716.553759,161573386.775879,174970275.584518,181160559.3639,193143650.561432,210267977.841023,217924827.06716,231498896.158493,237115713.041909,252936034.663125,264060672.435369,272357396.602142,285470840.526705,304168994.896737,316066072.343754,329229494.061209,341901474.463989,351971392.289827,359752972.346268,370633946.384587,377594164.665218,381094981.368804
Sao Tome and Principe,STP,Land area (sq. km),AG.LND.TOTL.K2,..,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,..
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,68038,68705,69520,70272,70992,71730,72567,73564,74739,76059,77583,79226,80835,82472,84189,86037,88078,90299,92659,95017,97210,99170,100931,102650,104497,106607,108966,111610,114513,117445,120343,123084,125648,128182,130666,133077,135412,137656,139790,141808,143714,146258,149841,153762,157697,161680,165725,169845,174004,178128,182138,186044,189924,193757,197497,201124,204632,208036,211344,214599,218641,223107,227380
Saudi Arabia,SAU,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,74256095258.8421,78739594046.0748,124918264119.676,150541769213.072,185061960735.829,229792414767.396,267083277825.326,243236442050.458,286583545626.515,306911947930.362,290891984982.815,325564656036.721,343967060184.353,350650355498.266,277960928443.052,233344346296.06,222467111772.532,200677565471.729,234818330484.501,219244014072.713,247985397978.403,246737992043.042,284225946006.845,326882235628.652,339916796063.157,335281209880.844,337154493693.443,337869569193.662,346780623027.858,350608325305.615,360752695185.08,347176542333.306,366706667600.605,362266789107.519,352053856519.764,391631967179.427,422799768831.882,446365994261.447,458812473573.202,467287337585.91,496491734284.634,486267732272.697,510773160059.279,566926343737.301,597695671610.382,614732048294.004,639491311106.566,669484381328.891,685304796556.301,684827152712.226,703743747851.103,709600868615.77,678794343942.752,705414785449.122,767097338005.877
Saudi Arabia,SAU,Land area (sq. km),AG.LND.TOTL.K2,..,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,..
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,4165563,4306048,4458516,4621655,4795130,4978922,5173237,5381026,5604582,5844843,6106191,6396658,6724260,7088758,7483506,7897544,8319556,8755219,9210564,9682002,10171710,10678211,11201154,11746020,12310361,12890245,13483349,14089798,14713715,15353227,16004763,16654276,17281350,17846461,18367528,18888857,19410280,19938377,20472580,21009660,21547390,22085929,22623415,23150847,23661808,24397644,25382870,26400068,27437353,28483797,29411929,30150945,30821543,31482498,32125564,32749848,33416270,34193122,35018133,35827362,35997107,35950396,36408820
Senegal,SEN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3845391101.88404,3960500894.77014,3955105292.09607,4028847382.66012,4185324878.03922,4241081336.24804,4363087109.05863,4309866483.79616,4580990423.79314,4280745764.15165,4647265164.84084,4640738106.94822,4936966115.53941,4661323443.26044,4857135177.64571,5223152496.59034,5689084008.50918,5536451271.84611,5317543794.30629,5689861493.1292,5916759625.99378,6223261363.64341,6721768519.30459,6342159311.98649,6591776709.99436,6820055505.21567,7033317655.29564,7473312400.76514,7412287163.54063,7706835394.09286,7649320651.49435,7852789724.36841,7956464848.60532,8064689718.33472,8060857301.27394,8501672123.09222,8673403962.32359,8937561243.15721,9464741444.5909,10059440324.6494,10450471991.2795,10900976316.3387,10908464913.6814,11518679089.7575,12053525217.5355,12573060905.2506,12866110160.5431,13229850431.3566,13719774159.7326,14097356679.6528,14575382432.3113,14769831309.1602,15361066999.342,15731635117.8792,16710783797.9163,17774766696.6987,18904543056.4217,20304894471.9095,21565674311.3476,22560634320.7906,22863414676.9575,24358607399.4307,25370428994.7988
Senegal,SEN,Land area (sq. km),AG.LND.TOTL.K2,..,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,..
Senegal,SEN,"Population, total",SP.POP.TOTL,3273177,3367082,3463524,3562469,3664599,3770874,3881994,3997869,4117659,4240859,4367744,4498616,4633452,4772039,4911421,5047922,5181195,5308297,5433225,5564474,5703869,5852029,6008392,6171874,6341801,6520705,6710885,6909837,7113636,7321832,7536001,7754289,7974514,8196551,8416997,8632681,8843423,9051539,9261526,9478564,9704287,9938027,10180950,10434504,10698691,10974057,11263387,11563869,11872929,12195029,12530121,12875880,13231833,13595566,13970308,14356181,14751356,15157793,15574909,16000781,16436120,16876720,17316449
Serbia,SRB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21207996311.0491,22536482726.8828,24160772639.454,24967954422.0655,22614934047.5966,24001639533.7162,25652658257.1637,27289401825.2219,28486794470.3417,31058638373.6818,32776288886.9436,34450432939.3719,36668877372.0223,38742713828.0746,37684358972.4149,37959848425.8431,38732815970.3818,38468835418.7072,39581599083.0007,38952445480.7939,39655949731.3816,40979898020.819,41840952822.739,43721754402.1687,45615664899.1593,45203655774.1983,48616492247.9418,49711067564.826
Serbia,SRB,Land area (sq. km),AG.LND.TOTL.K2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,84090,84090,..
Serbia,SRB,"Population, total",SP.POP.TOTL,6608000,6655000,6696000,6732000,6765000,6794000,6841000,6880000,6915000,6945000,6972000,7013000,7053000,7091000,7128000,7163000,7214000,7258000,7297000,7332000,7362000,7405000,7440000,7468000,7489000,7504000,7536000,7558000,7572000,7581000,7586000,7595636,7646424,7699307,7734639,7625357,7617794,7596501,7567745,7540401,7516346,7503433,7496522,7480591,7463157,7440769,7411569,7381579,7350222,7320807,7291436,7234099,7199077,7164132,7130576,7095383,7058322,7020858,6982604,6945235,6899126,6834326,6760087
Seychelles,SYC,GDP (constant 2015 US$),NY.GDP.MKTP.KD,134218307.48342,127665398.784592,138400247.597258,152427947.1869,161450533.048928,159738235.360096,181936271.329624,182854575.487629,196666012.450614,196666012.450614,214113965.143673,248054830.731646,263702893.379738,287579044.655217,291325767.305709,300582367.01152,349510105.832363,327874637.545332,397225672.743182,459964848.52701,436503527.284722,419581232.262577,410891392.697207,408359335.112703,425941748.071,469787091.158776,473366618.075208,496441121.837754,522883613.311725,576665615.790325,619654689.891481,636759800.688853,682434861.072902,732275609.226259,714433210.124164,717898473.384921,789673574.7456,885963541.45564,907824168.548918,924818683.364334,964153056.339373,942255569.964092,953683555.543133,897538979.26277,871955043.734561,950481237.430745,1039884724.53677,1132185583.74941,1101322813.1554,1074016880.22433,1122402758.84384,1229140829.54446,1267375448.98915,1283264978.09837,1335412911.94414,1391427967.33495,1462457955.51642,1503171977.00388,1558931154.08122,1634959387.74299,1493548374.83451,1574199987.07557,1712729588.65624
Seychelles,SYC,Land area (sq. km),AG.LND.TOTL.K2,..,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,..
